"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 12 15:27:08 IST 2020","Thu Mar 12 15:27:41 IST 2020","32928","","click on google","","click on google","should open with google option","should open with google option",""
